name,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14,2023-10-15,2023-10-16,2023-10-17,2023-10-18,2023-10-19,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25
DODO,100734985.77,57423233.370000005,94507230.8,122125988.45,91336915.6,77861427.60000001,84630128.04,137122403.07,154329929.74999997,8835906.780000001,8433657.96,6501723.140000001,7410712.52,92361517.27,25566794.68,13118886.65,152350195.35,68912729.56,60364811.8,6447409.390000001,178916031.94,84560331.9,105377336.2,58294475.39,46822486.63000001,54712964.56,53759968.21,110426464.73,141603944.66,113552223.32
Dove-Swap-V3,38543.51328770909,54487.63790770324,35919.870742983185,67070.13236251206,60892.10301099602,53722.7516830742,93795.24893081852,77223.46317317762,48085.28275224104,40887.587042699495,37397.62883908476,47412.60328475056,39916.65148074531,58785.95759029164,30813.33752547423,51418.91884057324,38229.75851159176,43893.05887331144,89486.9064847369,66558.38302874588,121089.29682524818,58733.57158198838,29652.293940422995,37244.69901405196,70245.09211304404,82071.68183697636,56062.41577279788,50250.214139209056,41109.70549889614,27018.121287924103
DPEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drift,1476537.0,1037973.0,1479656.0,708007.0,1177375.0,3040628.0,4543531.0,3329999.0,2085133.0,1451526.0,1601920.0,1515386.0,669472.0,2981691.0,697323.0,1030144.0,3205063.0,3391408.0,825140.0,1399338.0,1539746.0,1892645.0,1422193.0,1177063.0,6327402.0,4622073.0,449895.0,2267151.0,5235806.0,4816782.0
Dystopia,1900.19252991857,3175.7511984580647,5795.736151892635,2492.166956414953,4377.1765563297,4215.305537536784,3690.347340640833,4568.689843675274,19924.951092824253,3272.7114547979268,1819.7585381247004,3750.512338751151,2302.451339676904,4877.278592928191,2968.580820007136,4472.887511820437,6816.752650456634,4596.7252125878895,942.8006678189586,1166.52799659266,5125.595380185479,5202.303533326119,3767.363421445263,1724.3036569858382,4901.282775456372,21891.310982679897,6869.568793236836,19055.92882576134,12986.345135806769,8027.155815504595
E3,8328.073023161685,132286.75399550208,155960.5653499513,651.386812285572,1700.260188367026,2470.336154513279,117412.91813895236,9245.90322764466,11372.90453904691,4705.581302737645,4087.151702347136,2106.348835934375,1471.155024762331,24038.6579419498,538.6131523460101,1210.899134232345,50.727684538763214,487.0183209870246,762.7960305585003,478.9789477178478,312.9103370355424,80.63891891225416,87.38040024815834,58.49035388166611,154.16783612788365,246.02229846246,207.5738630084677,394.8553442283296,512.6319701806283,896.2445249155885
EchoDEX-V2,15417.734563505706,15728.247137441014,22928.055048939405,23807.08595132684,37206.14443731061,25412.623579520103,8803.019115248851,15617.358651434344,37287.90693928947,16761.473929196396,17184.600628246648,47487.22201404695,23259.30715743116,16478.569222906124,13855.91859856242,9614.347741697824,10984.654833844455,13539.333090131917,19778.276233535547,18611.97505085917,15173.026043197802,13702.19037375556,13775.016958075224,44171.81081736206,27266.62969108545,24447.892069544905,25681.741015187126,13542.766846359178,10712.457167990053,33782.5896270176
EchoDEX-V3,118440.38171589756,168119.175523685,118078.9858088242,118491.333106967,161543.40524737336,169239.41260763886,166605.16905758553,149982.84584689006,151083.26647077638,152728.5030522815,152494.4482691037,183382.8489830673,217178.6596633281,171521.6172030731,180329.5711377515,154282.5770836002,159936.60173188656,161378.47152724443,186346.0052385772,148089.64915088913,194393.1715595064,157991.39557744144,117815.93681861147,126357.4341475966,119636.05196610994,137767.99002845993,176915.27463263305,168139.63297123404,137647.49211825954,101075.91788936588
Ekubo,10755878.588358983,10462419.514748618,10799185.725797044,9125401.996528491,12720920.567390157,9424976.11547294,4735543.568268544,9096244.839624276,11630488.350638352,11167451.22113476,12545467.724128127,12144728.854851449,12234269.32913744,9733334.319646863,10198416.100563286,10653722.122465009,8666701.156943636,10838194.574097086,13364581.949255295,11245674.92839076,14596549.203162467,14996860.553874468,13162744.62424568,12879900.7939736,9397196.399663704,13407010.99810166,13295866.063843772,8868810.48160718,4792861.772373553,7243500.009673467
El-Dorado-Exchange,16.565535200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.464566508,199.464566508,199.464566508
Elk,67289.60452931206,14764.985651913496,12841.496920223091,10700.566897845174,9580.950286680449,14869.331581448385,24461.872583458,9436.403616825532,15702.251662928726,7455.056159844987,11373.053842319749,17061.765871181047,6370.332073333544,11523.944967261756,11473.772582085869,6988.822040162833,9862.949963417675,19249.601170169604,12331.992893633287,8430.405193233804,25571.21053746068,16764.390804484985,20756.941370770983,12654.01110419513,49044.03476620576,26489.26471813336,13447.617793336503,51600.20132877149,68994.09007591505,24079.13480149277
Ellipsis-Finance,98606.488774,98669.913975,47981.438244,23110.368347,43070.74218,34895.1026,93185.544235,345033.971089,19433.435199,66372.0625,12182.695348,61636.26112,45068.701836,17245.497506,57673.536164,73927.277996,33736.924283,42870.975137,56743.5946,26453.735444,48385.251837,70981.217999,15420.793272,48306.335573,36754.57352,13015.507031,13289.917157,16812.282289,40030.360031,18062.639324
EmpireDEX,285.7080155376875,41.26097859927213,11.750468456837798,43.42712866537626,196.2499651244653,46.296985189392046,52.825792494778185,87.92375439622742,20.65697648542253,50.79411456584116,6.372297140108318,38.72751112415527,14.92131180889882,13.385882532093884,189.49083795222504,54.07307166436615,69.04778161614811,0.6849159596051233,33.14206014382345,208.8792366313315,77.69827700909667,112.89738604623344,15.413624410603049,208.53299043078016,473.97735446086216,24.29957620657892,195.8174868156748,266.73947952368,143.81709726219125,28.78174485051032
Energiswap,710.8383161017057,2385.854925954114,3748.413460326248,3754.881401897761,1050.9436264881392,3058.447031099439,5229.129278548674,546.8505614457528,2076.429864452008,1432.991865001456,929.7079443797855,739.1873974775549,2130.4103518208526,423.8175879447292,2922.938521819765,320.6990386700949,577.3279787346241,1956.6968831782044,298.6027792992823,2476.7324800523484,1733.0066570108477,3229.801202467901,1073.4304291833375,4892.611323496351,5417.004572314382,3892.670292777813,651.8248935841646,4986.522790818519,9689.794525874637,1203.4186651796515
Equalizer-Exchange,54628.626225229935,70293.13419671207,62761.20510310573,59072.09792289685,70045.32916810316,94124.22197880445,76057.55362758455,54243.03611665974,80253.07407641623,74400.6464726047,35617.5133376016,23799.54740750416,26727.118141942014,53881.76468734944,37069.506571431884,54484.24363199461,72818.26843666741,27269.71965110191,31480.029550457373,46048.49963166466,89595.10137885963,156396.32618919687,29725.15421848592,44872.25600589482,59629.87039290408,63799.3599895958,62548.92284399902,199604.4195119477,142244.94775501805,193379.14131128447
Equilibre,31703.737348162744,58958.69457554466,77401.99605206544,73682.76250111646,64899.23240280685,50621.88326090575,99534.5888371733,64366.953216188274,45071.24149484516,46108.660189389935,26600.40936233739,35676.71564451564,19402.30486839823,46920.19201904077,49761.385746722255,34833.41157791138,92821.21135176907,60974.12102591526,359956.9480432999,366694.3815965699,159223.34888477362,251189.22260278667,113572.06583124417,58190.95516152096,82796.57567190296,35076.41238732456,36906.59023358355,35174.068413364424,70814.29139895277,70189.18511831909
Equity,181889.86732855087,280994.15197083174,293343.6049483991,265790.8689044807,454715.8457337951,588737.5959269286,1190553.7617061208,176326.53393307276,272618.9505924537,153828.51202431816,245940.1512980105,32700.77448942293,106636.1058276262,1630621.9424837402,232674.28025466323,252923.23368132653,379423.75747675286,159130.11879457274,111597.27276467367,110623.77040506636,751060.5418562172,1865653.3857067083,303928.4250187695,884323.8101367798,719516.7471905464,1085011.5324840131,1089324.7467253862,6077024.009308315,3495814.5665043164,2305554.8578488617
ExinSwap,530.1,5158.48,3177.68,4593.68,1891.11,997.07,3294.68,2007.9,642.96,3636.97,5049.27,4371.29,2274.73,4427.28,6797.0,490.69,156.56,2820.6,3278.75,3628.51,5007.67,1658.26,1663.32,2295.58,2339.74,728.59,2839.17,3828.85,10934.43,430.73
FairySwap-V1,13690.57767005446,4417.493244496388,8619.790871647287,11744.327260946277,13675.920505866105,15812.089040378549,11162.752317949476,1836.7468906563647,4267.993286099324,26734.09076582689,25383.92674841337,25383.92674841337,6661.263412783434,8394.080155497188,1726.0530884223615,6487.351298186534,5683.43587865167,27883.86279294834,6345.236080519178,4675.948717322693,4675.948717322693,19072.525404586027,29524.7155681092,9519.378810693424,6486.641584203766,3466.2712376913632,4063.920913358748,2972.271829969611,1189.1987873529797,13122.40798238998
Fathom-Dex,5904.525574874312,4703.727188254742,3290.266281236435,2306.480798445885,10452.190085578275,8086.629383771556,2121.8856275946137,1667.047477958306,659.5599173638864,197.2804417281872,1112.6834120001538,440.3344173321108,247.5499001309313,1015.7585799306656,1661.9358399879588,3915.711934936317,4261.8480090739,6832.076454489324,4263.460277542379,1189.5354146168486,5737.133438007783,2615.1650970277697,8251.7716597608,1421.818758867162,831.3702821252929,1252.8549858119263,1464.524062901303,5882.320618591696,2259.370139463407,1825.261967175349
FCON-DEX,1939.7746182399208,1628.2007083486235,3581.9926003530045,1856.414934940572,29.911774363260065,1615.9617711993776,2261.2620460195376,1888.178746944047,1293.0148734300883,1236.5715856521629,4950.914191689243,1104.3611779363862,1643.5284132539884,905.0460299862018,858.5445911881711,918.4329728140356,1210.601713606417,1003.3894436345016,42.11448104781035,1020.5782427844912,970.8640320307976,824.7538247412334,1088.067307610486,1166.0434414895567,1775.9114960218676,20.09778221610589,5.30075599876616,917.4339952396203,1144.9414987838352,1135.745530941987
Ferro,715529.3686255,64736.250845887655,43345.59284280611,213868.5438372116,1680933.1680711736,247354.970975607,2210232.359985527,300859.3679780688,642305.8236013965,1587522.1642718925,1836322.5784926089,2860337.604814193,1611861.8115165778,688130.5800224054,253952.11149973472,619148.3654488709,571701.0497718964,329431.11881550035,228791.27821684445,935871.7392117532,2058810.664013813,582651.1568107294,969695.1088023576,335032.8274447637,193831.0406768431,293197.0043797025,873574.6815848829,410849.3609272408,342971.03789201926,972265.2276770256
Flamingo-Finance,803107.7759466831,512704.3549476495,454809.7029825599,874272.8912177092,407398.4181616209,494172.6790663688,562855.6829751277,262413.70495792216,318239.77386620786,197276.79731919945,167178.99289868007,117934.10286300162,91596.04853310715,553120.2926390705,416121.50319424144,312792.08745408023,247209.1250565897,156713.0902860024,138627.88905082396,245986.0721806388,539490.3664758442,294620.36982990394,182917.81211620828,255524.70353613023,227050.2842402994,1175571.0466835129,487933.8791273231,3653014.763622497,2969886.8098001294,1659533.5962773748
FlowX-Finance,41187.9706557289,15268.2934617353,11888.3486411333,25423.098890482,2720.2961741747,4802.1122499556,9035.7864138288,2238.0233048959,3425.707093637,4540.2964402757,4898.25183509,48437.6768388641,5722.2315458973,9929.7597947192,3817.2413721356,18709.1207512924,7145.0833877432,19146.3936392386,3928.7100308925,3410.4371849251,16843.4687064744,11373.8912480268,15351.1944495722,8999.0656393865,7537.9725168286,5418.5547435773,10888.3298869025,21373.2733397594,31639.0332517649,15406.4433586139
Forge,144341.3787585017,70622.64482327312,52959.28939297399,94513.88731785372,85344.43862751519,154679.19009825206,169653.84558077628,151831.60211631746,248080.9849506852,246549.312093296,158570.05038712829,134111.9953557431,100270.6728514086,241093.109406144,302965.3100680981,303777.02897170844,161941.56599779206,196944.7668274132,116335.26705609716,180202.86397517688,140989.75740647354,102189.73490610548,253369.5883198828,401038.73096453474,332401.7635862078,250138.73792969424,234515.69480247228,303844.26501926564,507852.2528414215,259650.4463674589
Frax-Swap,1840287.46,1785729.9200000002,1462905.02,1968471.54,2135948.9400000004,2286013.47,2229182.94,1241561.3299999998,2191270.82,1896497.04,932711.15,436714.66,426193.51,1558206.91,1281396.78,2042722.65,4037414.7,3686656.67,1060425.81,2281282.16,3497402.4799999995,1597954.29,826512.7200000001,1108547.88,1222321.49,847711.2,1148860.4899999998,2139431.78,3746641.16,3010799.51
Fulcrom,22429.34538888401,23689.32150142134,60200.50179601318,35099.840583664074,15015.30904788078,41996.68321300739,88548.0951279251,33384.08832677894,69135.28409445054,72898.59147803464,69575.05834347368,21451.60547003906,27187.84270366064,60000.51121855064,58647.29819927287,40593.56169913388,33741.458306029024,51563.47808766061,16786.276485037277,24383.82606323248,107642.35061811576,47749.2942611238,20016.632249561884,111733.68841537564,66974.58047116766,53317.01548119546,315097.4406387423,649763.8016379449,1031647.52483066,305145.4197177839
FusionX-V2,1459.7350154423573,2414.1202738525235,2097.098238586903,0.0,2808.442782012559,3210.680733337883,3215.8342442877347,1466.1429928864322,5498.08300714907,1225.4014383533392,1268.35101174357,2163.753931380212,1788.9060896170413,13.358638491432403,3029.3277897754683,1533.144299144348,1667.2611854675558,1945.0235492403365,1180.201334393519,1166.7716947329825,654.9945763111564,591.5205245117805,1359.4027414996513,723.6829650717208,2712.767094323446,815.1439454269931,1364.777893627428,554.1145904884476,1210.9557088297004,717.9364525509687
FusionX-V3,368845.2838301996,634733.141883788,620096.1830091269,0.0,325762.6636002749,576160.0973471717,990029.3550163036,450029.3075290786,516175.66351541097,458382.03400529234,503964.2896741404,198101.70322334123,403407.329480592,781295.027619868,446656.5849362976,886709.4731051209,745614.1096894204,500236.2213305179,351705.91149052733,307437.3995340651,1244211.9377434494,640319.3476889612,642795.5284292491,735721.2241104014,988581.0729498524,630312.9354156392,886433.4432201169,1987443.533130516,2159242.535480509,1024765.8539786916
FVM-Exchange,66260.23922100599,58254.289871908746,54022.6564262071,63934.20034031545,53014.62187681249,113055.63271895215,112168.38036227626,100979.3752658688,100843.2092229826,62695.66708026869,52319.04871913244,23329.408149627016,30880.10528569167,79201.80441781448,41190.21932781186,38736.01137828397,34976.10624829701,44838.31768920148,15853.005914343225,30569.88248010013,150638.90636225557,288515.7445598397,30317.89672822047,72793.19251087893,143108.41908642126,255572.58764701543,180452.8293271796,753343.7751154233,351811.0497692146,708400.1726055221
FX-Swap,151432.2976034492,276487.43719279283,198682.94912171687,12635.425293406208,282162.1889592497,354947.89375748223,352811.6544903877,367305.0959526988,402577.0974086693,315847.4906383334,354151.5237817104,348642.48324551166,344769.6966102539,277821.988333379,2135.9909576597447,8221.074975764217,360665.4474396951,355387.97716443107,342158.27315570926,361341.6358519049,363628.5046564024,354066.7390725617,351476.1952029795,289400.8719463356,283521.9989515691,168325.52421984688,153776.36097746252,169632.55712551632,158161.93130184984,520607.85144673
FXDX,378124.9011894911,393657.9729293786,537275.6950195584,911623.144037871,214099.63137751425,121908.82574004609,238706.36146141577,144938.0826647132,275605.5023736653,125839.99079727134,92404.75235225042,182968.4298646217,170969.3541057215,386889.1934905957,184501.25319114927,49485.02236017725,160199.73907376456,75766.64344186627,408989.5478168336,38592.81601997646,84292.25198941032,19080.8488787124,33391.349320453235,32890.46178643481,104299.38579916848,13064.8369644491,62295.72040878181,191603.4504310567,60450.40714784848,89016.7174672694
Gin-Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.124360308233353,16.346607158211313,0.0,0.0,0.0,0.0,335.21206333488345,0.0,0.0,0.0,0.0,12.817552,0.0,30.261717,1.170498,0.0,0.0,0.0,0.0,13.880360737324583,11.350028214598575
Glide-Finance,3049.765109489419,869.7901288174568,2821.765251815533,1288.2759952451902,4307.188538722252,9943.19860254608,2036.734235119983,1828.6555737773388,14968.179885654486,1924.9518684626644,1771.050985029995,1251.87928224675,142.38157316943048,6410.4458583954165,1225.7915141480723,1590.8204200334585,13217.075110436192,4235.235762619008,1233.090310170514,252.6034248750533,5247.770251751209,1301.9736940987118,988.5291745126548,4523.343062609211,5250.565537505874,26664.743114734723,6893.223301459042,12140.276778663714,14137.29039156788,37406.02189476925
GMX-V1,4835011.494045347,3334555.74994299,2902418.7321869484,7221211.007627536,2319665.248344925,15390470.357229011,31089799.27553654,2315355.32692007,11390654.934788724,3602496.819804415,7151888.877853405,5416865.513678206,3645551.161493219,6935646.138232436,3461881.883698452,6970895.765921723,7864114.405222572,15747128.613067642,1090905.7533188593,1832816.3167701368,30927577.86772224,10552238.499093035,5201509.640331965,4329908.938074123,5489793.780882124,15738461.556503467,20559628.29399352,46210002.98158905,25063176.999022823,17671433.099827267
GMX-V2,860059.3932401916,1490360.801574516,1490360.801574516,1490360.801574516,1400771.6185971014,1944872.3085643493,2300124.611186664,746533.8882740756,848419.0227677464,1378132.9998445327,3089397.1847066414,2719400.674127483,628174.9531365997,2481265.2789749466,2001664.6489322723,2933130.108097003,1568726.0280680358,2416903.1193948435,701185.3915717853,707125.6303593563,4076582.925477219,4550468.573476652,5578540.449384517,1607520.2062636784,3115889.019990049,1838612.3205209563,2087501.655865767,464264.7637323219,7701300.49507793,31498039.030369468
GooseFX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravis-Finance,30.528289297750632,85.22896984190635,88.16530266367221,40.31946008080003,23.92112739532081,72.84604592045123,57.86324003501939,191.9138847837722,112.43656940445172,49.05860578010388,24.586513632056743,23.998965063498847,18.635067232910004,81.59026291056743,31.433590203084435,38.46267965765677,24.56044738381095,27.15512016848351,22.712244625050182,8.06782226567826,92.05568467999952,45.5450420967857,18.94128199206348,30.48036322026324,58.49191835185796,60.55319634610658,93.3161197303907,144.87829313364665,213.17938111617863,93.16392921801582
Gravity-Finance,1975.976660453888,4140.219956087605,1241.8634272357071,4070.138148339495,1421.3341439924232,2179.392317546062,3453.649344229753,3320.5660957665496,2989.0236849956045,3760.368963344096,1770.716294852624,1382.2406942998434,555.3431375443554,4554.748990037004,1864.048333292617,452.5131263223956,2894.57677290018,2738.1455646856502,470.3187342332173,690.5213838646936,2890.483509047956,575.9246742882863,2734.5316306999694,1313.703300631807,2615.880699868725,2073.801427193109,876.9581228425554,4816.559887551876,2442.0101272351035,867.1891533043527
Grizzly-Trade,51.228620802949926,25857.057076126435,122216.20449780177,44269.416815495,4452.667674145913,236597.85715516217,367656.0019115049,85.33861004965,101405.07956786208,23935.069354262192,185007.77018988456,50.05,10106.034146924903,152194.21353271068,61776.54054866201,59034.58061969544,58622.757135102205,100219.74182069312,0.0,80554.40000253377,918302.3775355632,13398.77480891606,277956.2003623473,20314.873656473854,204821.8171969529,74248.46077203713,97136.59540614892,1396747.9657240575,1328941.866077637,228295.5664524812
Hadouken-AMM,91.22989499941468,353.68693598359823,559.3876718627289,1312.053695528768,946.0717734061182,1330.6477578114718,1744.07142958045,740.8598002325743,2547.740896814503,465.4984654188156,1065.9253088561818,216.58868600055573,578.1628169994801,1736.5365150943398,545.9893325259909,426.2069757739082,735.4625322604552,0.0,230.30356394220144,491.5414974819869,1829.1728056492284,976.921675350517,312.3179406011477,172.63259799964726,1048.9353244351223,1075.1635082541034,1261.5993696898222,5160.17450661771,8867.69940989837,2663.4775740448385
HakuSwap,95.32856956004154,192.9006309858696,189.6161697034117,172.30144762773128,23.31170783249439,221.89266383117268,258.0018176411546,72.43880916344808,225.0402305899777,206.7651032138677,211.9873873818773,446.622465915201,86.37524267248416,314.63691839242256,97.7898894766369,177.51731930297225,102.13035708358048,113.35544422506376,6.4892995850252495,28.285835513610312,626.3861790115203,180.10198742184733,124.48588028707525,125.298845184268,299.11462973775446,125.15912419349894,149.35447303555677,1952.4799930055624,768.061705699735,419.66832831721536
Hashflow,27185705.85,29174880.87,39715052.48,27282322.930000003,16434637.69,26854996.73,40654859.84,18622546.960000005,22715099.05,14668697.55,19969217.35,12545357.0,15884204.68,28587133.1,22750325.84,13481223.02,13946831.1,17641134.590000004,7032844.949999999,8083581.41,28536864.48,21098888.14,28517931.55,18289965.05,28070820.9,18954976.29,23975643.37,51612305.75,84006384.32000001,29532631.610000003
HeliSwap,24922.25786497784,18560.15701240682,11783.626413751646,13680.617192695998,26484.597374775007,10589.576914947313,18199.784110907603,41638.392564121525,52838.87349927305,41727.169835255205,13840.27211955354,24883.91266444222,13611.17661620258,16706.552136356262,16689.42064995013,11634.87173393504,10865.33981661616,11369.4973360102,8289.215156303038,7632.932543742923,18142.844551641072,9335.341170372929,19111.45986804241,9244.624397671589,36879.46400548764,7866.782102989995,18011.996611912135,21589.59154807512,27562.914862044992,23591.67639038279
Helix,314428.40689011896,423091.703236514,1033207.005283979,825073.1048291,757402.959707595,440840.258050995,716704.86161512,800305.391493334,801337.1777284291,781299.147265029,656746.2136001401,714568.00625385,678700.283535225,1630962.47851883,1757991.2233359718,1737091.348190091,784514.528838292,986334.1501404,669162.0366165,948984.9359946,1410412.8847910871,1221151.28279,1596777.634398028,2160246.73619497,1854377.929626966,1846120.362351906,1239985.228838607,3845255.108775188,2677581.2331435643,2244367.444177034
Heraswap,117.38797718224144,309.3745021403829,86.27635343573289,63.8047146441542,193.0857097118057,86.45979708744385,116.41833125129332,68.19273432185658,52.417180100450494,0.0,139.3121238248246,16.80161521402771,48.049681302984766,164.44747979382632,7432.711000588084,1.0876106030567978,1.4771151006929666,1.6441893295936936,71.8537858178867,0.0,15.057504641286911,256.83742951340207,16.097601103838773,2.8779643118696603,0.0,2.625885362555073,0.0,8.771696801754393,0.0,7.440002047148122
Hermes-Protocol,273609.3230091598,311902.80151653074,279580.0117695355,320890.85456894647,216096.5404327589,333728.06508333626,303261.7395799482,237774.03769745893,207455.1992349405,221591.1217978573,400087.2699723927,129820.78517734494,130642.2200757855,340221.7024485527,174684.4602986102,144585.9125506476,161072.97071244373,268641.689707223,117082.54402492802,199833.56033906448,253394.3239241408,235981.74109951808,172464.3209606054,133145.43421975916,307786.4932001672,349138.2603115028,223418.7049801312,826517.4373197224,712082.2613139729,353000.991894111
HiveSwap,23.43981923929487,2001.3792541109929,2525.7719698804303,1138.3104099380962,87.0416164191403,0.0,4985.278613903299,235.1076760125597,0.0,3434.57412880624,4297.855820927207,2938.09904373518,0.0,3021.4176591922187,55.465034388862826,2836.895162575628,0.0,2016.1277437790889,0.0,2020.4993640075609,14196.158905146123,715.9163937786493,0.0,0.0,2042.7780280417192,2301.183704576199,3.715054155662816,2501.007339359702,7626.125598841239,450.1247064037681
Honeyswap,22892.43356310435,25057.343375841512,35470.62336858727,53793.63148099792,11195.013620903524,67620.19426276167,59070.88198874265,31044.647341456148,25095.085830571254,46939.68733149046,44302.98762211158,7512.970545906919,17343.15843959312,97395.47682613556,49087.66839473642,53753.16538925668,40589.71609334868,16454.813466720065,9073.576705853637,17629.82128766033,120980.98656868824,79099.4620347371,56143.90641224858,31699.59462506117,37821.05532810656,26929.82050574268,75360.76188092411,203759.87856894024,200919.8139222125,125631.21566830776
HorizonDEX,221710.9399911705,234719.14549744347,280159.86890274443,174415.64264483444,201927.8986690998,222133.967072443,188053.128932496,263782.4166803717,291793.43941616605,286268.81885720394,269838.55657848064,287039.5430867831,328533.5734593765,288233.206115311,280623.4672201493,205374.3222384808,251194.2499535544,1494410.0269335103,292859.93165394943,321626.2212911098,373463.6943059466,295722.6865529363,264344.8602566296,236398.6505614705,256278.49025333536,346757.99414353474,449914.9227158948,299799.80282305006,589246.0009948562,190098.3852573207
Huckleberry-AMM,401.5150648537463,36.18430769042271,6667.435460835267,2107.0976545408694,1622.28685721867,3794.174606464338,886.158301035683,13.14239894782556,426.1418878935549,2420.352808356767,4680.901182079517,243.87411350011425,2337.274816202633,304.57511210162204,929.540621305606,46.91034082443384,1574.082896296897,246.41611898340776,1458.9652799278792,627.2219751936622,401.8798808435653,421.2743417898423,726.6691694599994,5025.657250969748,2190.1656595567665,750.4826529950316,3223.0510931255767,1776.1277283293894,141.7170100393028,27.59575681197232
Humble-Defi,6224.334999369782,8377.481443418188,4547.739301172068,6482.017603343046,9795.04626139278,9662.311005504394,9500.442025938171,5058.746125089715,4707.912177926104,7370.406618900224,6179.435006865265,3735.8399687234846,5946.790785101106,7435.70337583931,5215.1493742936245,5659.1274757372885,12521.09693151158,18424.55592230873,9858.98245398323,12502.140549633785,11596.894677058166,12781.273289616429,10390.971970051698,15502.91162324522,11656.063505613904,9381.996091230978,7631.550320061402,19432.73597251026,26065.116418527385,15000.178253517355
Hummus-Exchange,55951.22057599998,13132.114412,68130.64560300657,31702.90408870561,77893.78971527815,78242.84050720872,466445.1745461169,218548.37994789047,132776.8189237601,42689.5260452703,44645.82672706201,52314.43117636312,126440.87638763036,232966.97205415487,67434.24374459713,59839.18568225269,105887.40314904884,7891.22511966265,15227.103245984232,3977.862200285316,12656.289933931208,39847.34694999883,21746.154694070927,13078.764036039973,125531.33593166134,8066.781109738633,346381.9203121536,26995.20500099999,18793.91239,122056.831664
Hydradex-V2,82.10181919275867,82.10181919275867,82.10181919275867,5.91299129930645,37.13130242538486,7.80520420035023,7.80520420035023,2.515649114034135,2.515649114034135,2.515649114034135,18.75740222631629,18.75740222631629,80.06155768514122,45.68160131099707,45.68160131099707,45.68160131099707,13.544140812111385,31.96609438871832,31.96609438871832,0.0,4.996081434141986,56.46799055873876,11.161397511076284,10.390353305137422,1.965272650119637,44.82856419111769,44.82856419111769,153.1724090955439,218.62538903214605,112.18751150687623
Hydradex-V3,5428.35873559885,8561.015940703057,4275.236597851916,5559.373105189564,5323.614384192763,5323.614384192763,5323.614384192763,5323.614384192763,6154.995971725568,8314.92397179063,7243.366181901752,1801.4386607692843,7155.793941416518,11285.24913496126,9697.214183392269,11171.122638894309,6360.33653320939,7873.568531261497,1210.4433727844018,4250.978771715626,18258.829425427783,6238.7609159917965,9789.464868902774,1876.4866700844525,7924.685855993552,6689.062919382508,1970.2448804110952,49090.14874867482,13861.033641188516,3662.23090372673
HydraDX,467415.0,100645.0,72250.0,57181.0,34920.0,99992.0,520147.0,319879.0,124780.0,69215.0,36403.0,78506.0,379657.0,131903.0,77391.0,216437.0,59571.0,46326.0,752942.0,28636.0,124731.0,54575.0,68476.0,54047.0,102151.0,96636.0,116239.0,294514.0,411770.0,270228.0
HyperJump,246.7072160461248,196.23217833013308,226.5333058018176,191.68039821278168,115.437163282837,457.30822243904174,375.0429628857007,935.0675673255868,324.43283839683005,280.75814135957046,396.4565230288943,190.50475480473327,1280.870529295807,268.8417676792564,178.40681876527947,8714.385265382381,353.2066533083419,186.0297772815362,575.5841642897338,671.9742852879466,1933.5495981369,838.3360603239253,254.0225269632872,194.31617082049416,223.8025542022933,447.4292321671549,126.2460066133604,932.7932971363086,909.5011675545068,2195.5562921147302
IcecreamSwap,53033.78174998798,71897.69319851752,58868.30705600423,55155.332582138166,65396.33779887301,58291.112218890135,53689.64486213217,87501.72888091524,109296.33876436578,95704.51717407368,115802.27471905772,72565.98951070113,59887.91759525273,40592.56423919435,69612.97067038249,92529.48032757692,54142.64687318496,43114.78477424343,72437.1441820103,58228.29069117747,29778.260545111203,81044.57288202147,37280.86567287161,47991.68849689059,49846.05371995626,36779.72021949303,74938.13080007842,25407.48679327142,6212.741468678251,3798.6300070369216
ICPSwap,9647.567677,20623.342501,17986.692614,27227.39746600001,11540.952033999998,37981.22743499999,26684.97534,18159.693885,24916.31111000001,14847.421842999996,14805.977298000002,12904.532,32090.864248000005,24288.13705,21306.651222,19520.06677,24249.590935000004,27250.596965000004,28198.54788299999,24964.445938000008,19890.98393100001,38397.325135,16982.451384,19187.207929,28656.780608,23893.703048,16553.195266,78918.18629499999,57895.560418,50998.759676000016
